customer_id,age,sex,marital_status,job,employment_duration,housing,guarantors,num_dependants,checking_status,savings_status,amount,duration,purpose,credit_history,installment_rate,risk_label
975,33,female,non-single/single,skilled employee,1 - 4 years,own,none,1,no account,< 100 DM,2831,30,radio/television,critical account/other credits existing (outside this bank),4.0,0
976,57,female,non-single/single,unskilled employee,1 - 4 years,own,none,1,>= 200 DM,"500 - 1,000 DM",1258,24,radio/television,existing credits paid back duly,3.0,0
977,64,female,non-single/single,skilled employee,1 - 4 years,own,gurantor,1,0 - 200 DM,< 100 DM,753,6,radio/television,existing credits paid back duly,2.0,0
978,42,male,single,skilled employee,> 7 years,own,none,1,0 - 200 DM,unknown/no savings,2427,18,business,delay paying off in the past,4.0,0
979,47,male,single,unskilled employee,> 7 years,own,none,2,no account,< 100 DM,2538,24,car (new),delay paying off in the past,4.0,1
980,25,male,married/widowed,skilled employee,1 - 4 years,rent,none,1,0 - 200 DM,100 - 500 DM,1264,15,car (new),all credits at this bank paid back duly,2.0,1
981,49,male,single,skilled employee,4 - 7 years,own,none,1,0 - 200 DM,< 100 DM,8386,30,furniture/equipment,critical account/other credits existing (outside this bank),2.0,1
982,33,male,single,highly skilled employee,unemployed,rent,none,1,no account,< 100 DM,4844,48,business,existing credits paid back duly,3.0,1
983,28,female,non-single/single,highly skilled employee,1 - 4 years,own,none,1,>= 200 DM,100 - 500 DM,2923,21,car (new),existing credits paid back duly,1.0,0
984,26,male,single,skilled employee,1 - 4 years,own,none,2,< 0 DM,< 100 DM,8229,36,car (used),existing credits paid back duly,2.0,1
985,30,male,single,unskilled employee,4 - 7 years,own,none,1,no account,< 100 DM,2028,24,furniture/equipment,critical account/other credits existing (outside this bank),2.0,0
986,25,female,non-single/single,skilled employee,1 - 4 years,rent,none,1,< 0 DM,< 100 DM,1433,15,furniture/equipment,critical account/other credits existing (outside this bank),4.0,0
987,33,male,divorved/separated,skilled employee,< 1 year,own,none,1,>= 200 DM,< 100 DM,6289,42,business,no credits/paid back duly,2.0,0
988,64,female,non-single/single,skilled employee,unemployed,own,none,1,no account,100 - 500 DM,1409,13,radio/television,existing credits paid back duly,2.0,0
989,29,male,single,highly skilled employee,unemployed,for free,none,1,< 0 DM,< 100 DM,6579,24,car (used),existing credits paid back duly,4.0,0
990,48,male,single,unskilled employee,> 7 years,own,none,1,0 - 200 DM,< 100 DM,1743,24,radio/television,critical account/other credits existing (outside this bank),4.0,0
991,37,male,single,unskilled employee,< 1 year,own,none,2,no account,unknown/no savings,3565,12,education,critical account/other credits existing (outside this bank),2.0,0
992,34,male,single,unskilled employee,> 7 years,own,none,2,no account,100 - 500 DM,1569,15,radio/television,all credits at this bank paid back duly,4.0,0
993,23,male,married/widowed,unskilled employee,4 - 7 years,rent,none,1,< 0 DM,unknown/no savings,1936,18,radio/television,existing credits paid back duly,2.0,0
994,30,male,single,highly skilled employee,unemployed,own,none,1,< 0 DM,< 100 DM,3959,36,furniture/equipment,existing credits paid back duly,4.0,0
995,50,male,single,skilled employee,> 7 years,own,none,1,no account,unknown/no savings,2390,12,car (new),existing credits paid back duly,4.0,0
996,31,female,non-single/single,unskilled employee,4 - 7 years,own,none,1,no account,< 100 DM,1736,12,furniture/equipment,existing credits paid back duly,3.0,0
997,40,male,divorved/separated,highly skilled employee,1 - 4 years,own,none,1,< 0 DM,< 100 DM,3857,30,car (used),existing credits paid back duly,4.0,0
998,38,male,single,skilled employee,> 7 years,own,none,1,no account,< 100 DM,804,12,radio/television,existing credits paid back duly,4.0,0
999,23,male,single,skilled employee,1 - 4 years,for free,none,1,< 0 DM,< 100 DM,1845,45,radio/television,existing credits paid back duly,4.0,1
1000,27,male,single,skilled employee,unemployed,own,none,1,0 - 200 DM,100 - 500 DM,4576,45,car (used),critical account/other credits existing (outside this bank),3.0,0
